"Name","Team","IP","ERA","TBF","H","R","ER","HR","BB","IBB","HBP","SO","AVG","OBP","SLG","wOBA","WHIP","BABIP","HR/9","H/9","xFIP","K%","playerid"
"Kyle Barraclough","Marlins","81.1","2.21","345","58","25","20","2","42","2","2","124",".193",".297",".277",".259","1.23",".320","0.22","6.42","3.17","35.9 %","13713"
"Brad Ziegler","Marlins","184.1","3.03","740","171","67","62","8","44","7","7","141",".248",".301",".329",".277","1.17",".302","0.39","8.35","3.11","19.1 %","7293"
"Wei-Yin Chen","Marlins","514.0","4.08","2156","539","243","233","81","120","3","9","405",".266",".311",".466",".335","1.28",".297","1.42","9.44","4.17","18.8 %","13071"
"Jose Urena","Marlins","163.1","4.35","693","157","84","79","19","54","2","11","133",".250",".325",".409",".317","1.29",".290","1.05","8.65","4.24","19.2 %","11589"
"Junichi Tazawa","Marlins","158.2","4.37","675","163","81","77","19","42","4","5","163",".260",".312",".429",".318","1.29",".323","1.08","9.25","3.74","24.2 %","4079"
"Dan Straily","Marlins","298.1","4.56","1249","280","155","151","53","79","4","19","274",".243",".306",".445",".322","1.20",".275","1.60","8.45","4.40","21.9 %","9460"
"Odrisamer Despaigne","Marlins","161.0","5.09","681","156","98","91","17","45","2","8","110",".248",".313",".393",".308","1.25",".277","0.95","8.72","4.27","16.2 %","16017"
