"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","OBP","SLG","OPS","ISO","BABIP","wOBA","wRAA","wRC","wRC+","playerid"
"J.T. Realmuto","Marlins","395","1215","1299","345","242","64","9","30","83","136","63","4","221","11","9","1","35","14","3",".284","4.8 %","17.0 %",".323",".426",".748",".142",".324",".321","4.2","157","101","11739"
"Cameron Maybin","Marlins","398","1114","1238","294","218","48","9","19","88","124","107","2","229","8","6","3","33","28","4",".264","8.6 %","18.5 %",".331",".374",".706",".110",".315",".311","-5.0","138","95","5223"
"Starlin Castro","Marlins","669","2089","2217","567","410","91","5","61","129","259","90","9","400","21","14","3","58","7","5",".271","4.1 %","18.0 %",".306",".407",".714",".136",".308",".309","-10.8","241","93","4579"
"Martin Prado","Marlins","590","1855","1994","502","373","90","7","32","123","218","104","1","244","16","18","1","68","2","1",".271","5.2 %","12.2 %",".312",".378",".691",".108",".294",".303","-18.5","206","88","3312"
"Miguel Rojas","Marlins","259","569","633","154","125","24","2","3","38","49","45","8","82","6","5","8","16","2","0",".271","7.1 %","13.0 %",".328",".336",".664",".065",".309",".290","-13.3","60","81","7802"
"Dan Straily","Marlins","52","83","102","4","4","0","0","0","2","1","3","0","58","0","0","16","0","0","0",".048","2.9 %","56.9 %",".081",".048",".130",".000",".160",".065","-21.8","-10","-74","9460"
