"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","OBP","SLG","OPS","ISO","BABIP","wOBA","wRAA","wRC","wRC+","playerid"
"Aaron Judge","Yankees","179","498","600","142","70","22","2","48","80","108","93","6","192","4","5","0","14","5","0",".285","15.5 %","32.0 %",".398",".627","1.025",".341",".357",".421","50.9","124","167","15640"
"Gary Sanchez","Yankees","170","511","569","152","88","25","0","39","67","98","41","2","129","12","5","0","11","1","1",".297","7.2 %","22.7 %",".360",".575",".936",".278",".325",".391","33.6","102","146","11442"
"Giancarlo Stanton","Yankees","590","1763","2035","453","238","86","2","127","227","333","242","31","588","19","10","0","39","12","3",".257","11.9 %","28.9 %",".351",".524",".875",".267",".308",".370","89.4","322","135","4949"
"Brandon Drury","Yankees","255","674","735","181","109","50","2","20","58","89","48","2","150","8","5","0","17","0","1",".269","6.5 %","20.4 %",".322",".438",".760",".169",".316",".325","3.7","91","94","11615"
"Ronald Torreyes","Yankees","142","359","383","101","73","19","5","4","18","43","12","0","46","2","3","7","13","3","0",".281","3.1 %","12.0 %",".306",".396",".701",".114",".311",".301","-6.1","40","85","11400"
"Clint Frazier","Yankees","35","99","107","22","10","7","2","3","12","15","7","0","31","0","1","0","2","1","0",".222","6.5 %","29.0 %",".271",".424",".695",".202",".288",".292","-2.6","10","78","15983"
"Austin Romine","Yankees","148","347","383","76","57","16","0","3","14","36","22","0","90","3","6","5","10","0","0",".219","5.7 %","23.5 %",".267",".291",".558",".072",".281",".248","-22.1","23","49","5491"
