"Name","Team","IP","ERA","TBF","H","R","ER","HR","BB","IBB","HBP","SO","AVG","OBP","SLG","wOBA","WHIP","BABIP","HR/9","H/9","xFIP","K%","playerid"
"Tyler Thornburg","Red Sox","91.1","1.68","370","55","23","17","4","44","2","2","98",".170",".273",".229",".235","1.08",".230","0.39","5.42","3.87","26.5 %","10688"
"Chris Sale","Red Sox","181.0","1.94","702","122","44","39","8","32","0","17","227",".187",".246",".247",".224","0.85",".273","0.40","6.07","2.50","32.3 %","10603"
"Craig Kimbrel","Red Sox","150.1","2.33","604","95","41","39","12","56","2","8","242",".176",".264",".279",".247","1.00",".290","0.72","5.69","2.23","40.1 %","6655"
"Joe Kelly","Red Sox","209.1","3.10","916","198","80","72","17","104","3","6","167",".246",".336",".372",".315","1.44",".291","0.73","8.51","4.40","18.2 %","9761"
"David Price","Red Sox","235.2","3.17","960","223","84","83","18","33","0","10","208",".243",".280",".358",".279","1.09",".297","0.69","8.52","3.14","21.7 %","3184"
"Rick Porcello","Red Sox","507.2","3.92","2154","542","242","221","65","128","8","14","396",".269",".319",".438",".327","1.32",".308","1.15","9.61","4.11","18.4 %","2717"
"Matt Barnes","Red Sox","72.1","5.10","321","74","43","41","11","33","0","3","81",".260",".345",".443",".342","1.48",".326","1.37","9.21","4.10","25.2 %","12863"
