"Name","Team","IP","ERA","TBF","H","R","ER","HR","BB","IBB","HBP","SO","AVG","OBP","SLG","wOBA","WHIP","BABIP","HR/9","H/9","xFIP","K%","playerid"
"Alex Colome","Rays","130.2","3.10","567","120","50","45","8","62","8","3","117",".239",".327",".331",".290","1.39",".297","0.55","8.27","4.14","20.6 %","6661"
"Sergio Romo","Rays","82.2","3.38","378","96","34","31","10","30","7","5","56",".280",".349",".444",".341","1.52",".310","1.09","10.45","4.72","14.8 %","9817"
"Chris Archer","Rays","490.1","3.67","2054","442","219","200","55","168","3","12","529",".236",".305",".383",".301","1.24",".300","1.01","8.11","3.46","25.8 %","6345"
"Daniel Hudson","Rays","91.1","3.74","390","82","42","38","9","43","3","4","85",".239",".332",".400",".317","1.37",".293","0.89","8.08","4.52","21.8 %","7146"
"Matt Andriese","Rays","131.1","4.04","540","121","64","59","18","36","0","2","105",".241",".296",".403",".302","1.20",".272","1.23","8.29","4.22","19.4 %","12022"
"Nathan Eovaldi","Rays","274.0","4.30","1223","319","138","131","27","96","6","7","205",".285",".347",".428",".338","1.51",".329","0.89","10.48","4.23","16.8 %","9132"
