"Name","Team","IP","ERA","TBF","H","R","ER","HR","BB","IBB","HBP","SO","AVG","OBP","SLG","wOBA","WHIP","BABIP","HR/9","H/9","xFIP","K%","playerid"
"Kelvin Herrera","Royals","165.1","2.78","676","134","57","51","17","42","3","10","161",".215",".277",".361",".277","1.06",".262","0.93","7.29","3.52","23.8 %","6033"
"Jesse Hahn","Royals","153.0","3.18","629","128","58","54","5","56","0","6","118",".226",".305",".300",".274","1.20",".277","0.29","7.53","3.89","18.8 %","13287"
"Danny Duffy","Royals","502.2","3.80","2131","487","228","212","64","173","1","23","436",".252",".322",".419",".323","1.31",".295","1.15","8.72","4.50","20.5 %","3542"
"Ian Kennedy","Royals","463.1","3.96","1959","445","221","204","62","164","4","19","444",".251",".324",".425",".326","1.31",".302","1.20","8.64","3.96","22.7 %","6986"
"Justin Grimm","Royals","189.1","4.04","807","174","92","85","21","83","1","4","184",".242",".324",".390",".314","1.36",".297","1.00","8.27","3.98","22.8 %","11720"
"Wily Peralta","Royals","349.0","4.31","1485","353","181","167","36","125","3","13","255",".262",".335",".393",".321","1.37",".300","0.93","9.10","3.92","17.2 %","7738"
"Jason Hammel","Royals","436.2","4.47","1804","421","224","217","62","93","4","18","383",".249",".297",".416",".308","1.18",".288","1.28","8.68","3.76","21.2 %","4538"
"Nathan Karns","Royals","161.0","5.14","680","158","93","92","32","41","1","11","150",".252",".310",".462",".332","1.24",".283","1.79","8.83","3.94","22.1 %","12638"
"Brandon Maurer","Royals","169.0","5.59","743","197","114","105","21","45","3","7","132",".285",".336",".455",".341","1.43",".327","1.12","10.49","4.29","17.8 %","4878"
