"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","OBP","SLG","OPS","ISO","BABIP","wOBA","wRAA","wRC","wRC+","playerid"
"Gregory Bird","Yankees","44","70","81","18","11","2","0","5","8","15","10","0","22","0","1","0","0","0","0",".257","12.3 %","27.2 %",".346",".500",".846",".243",".295",".359","2.9","12","127","14131"
"Brett Gardner","Yankees","450","838","962","209","149","37","11","12","47","77","83","0","202","14","6","21","10","6","1",".249","8.6 %","21.0 %",".325",".363",".688",".113",".313",".306","-7.5","102","91","9927"
"Jacoby Ellsbury","Yankees","426","827","920","214","162","35","5","12","37","71","66","2","171","12","3","6","10","7","4",".259","7.2 %","18.6 %",".322",".357",".678",".098",".312",".302","-10.4","94","87","4727"
"Didi Gregorius","Yankees","348","599","658","151","116","25","2","8","34","71","33","1","105","14","4","7","7","1","2",".252","5.0 %","16.0 %",".305",".341",".645",".088",".292",".285","-16.1","60","74","6012"
