"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","OBP","SLG","OPS","ISO","BABIP","wOBA","wRAA","wRC","wRC+","playerid"
"Chris Davis","Orioles","449","876","978","198","114","39","1","44","49","146","79","0","312","15","8","0","12","0","0",".226","8.1 %","31.9 %",".299",".424",".722",".197",".292",".315","-0.6","111","96","9272"
