"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","OBP","SLG","OPS","ISO","BABIP","wOBA","wRAA","wRC","wRC+","playerid"
"Adrian Beltre","Rangers","672","1995","2175","596","405","107","4","80","166","304","142","21","249","20","18","0","57","1","2",".299","6.5 %","11.4 %",".349",".477",".825",".178",".306",".354","67.3","314","120","639"
"Robinson Chirinos","Rangers","282","693","794","156","78","46","1","31","55","89","60","1","191","24","8","9","16","0","1",".225","7.6 %","24.1 %",".306",".429",".734",".203",".261",".318","2.1","93","95","3142"
"Elvis Andrus","Rangers","747","2181","2402","590","437","113","16","24","186","234","156","0","342","13","23","28","70","65","14",".271","6.5 %","14.2 %",".320",".370",".690",".099",".308",".303","-23.0","251","84","8709"
"Delino DeShields","Rangers","253","647","752","164","124","25","9","6","64","45","75","0","166","5","7","18","2","13","3",".253","10.0 %","22.1 %",".332",".348",".680",".094",".328",".302","-9.3","79","83","11379"
"Ryan Rua","Rangers","147","312","340","70","49","11","1","9","28","32","24","0","110","4","0","0","8","2","1",".224","7.1 %","32.4 %",".288",".353",".641",".128",".316",".284","-9.2","30","71","12409"
"Mike Minor","Rangers","42","87","96","14","11","1","0","2","5","9","3","0","32","0","0","6","0","0","0",".161","3.1 %","33.3 %",".189",".241",".430",".080",".226",".193","-8.8","2","16","10021"
