"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","OBP","SLG","OPS","ISO","BABIP","wOBA","wRAA","wRC","wRC+","playerid"
"Giancarlo Stanton","Yankees","262","490","587","149","66","35","1","47","78","107","95","22","120","1","1","0","11","2","0",".304","16.2 %","20.4 %",".417",".667","1.085",".363",".315",".445","61.3","128","186","4949"
"Aaron Judge","Yankees","80","128","173","27","14","4","1","8","18","16","43","5","58","2","0","0","3","1","0",".211","24.9 %","33.5 %",".416",".445",".861",".234",".306",".371","7.5","29","133","15640"
"Gary Sanchez","Yankees","84","163","187","39","18","7","0","14","23","34","23","1","49","0","1","0","3","0","0",".239","12.3 %","26.2 %",".332",".540",".871",".301",".248",".363","6.8","29","128","11442"
"Brandon Drury","Yankees","142","288","303","80","47","21","1","11","18","35","13","1","61","1","1","0","11","1","1",".278","4.3 %","20.1 %",".310",".472",".782",".194",".318",".331","3.0","39","99","11615"
"Aaron Hicks","Yankees","239","455","514","115","76","21","0","18","50","59","54","1","114","1","4","0","11","10","1",".253","10.5 %","22.2 %",".331",".418",".748",".165",".297",".326","4.2","63","104","5297"
"Neil Walker","Yankees","296","464","523","121","90","21","0","10","40","45","44","4","80","4","4","7","8","1","0",".261","8.4 %","15.3 %",".328",".371",".698",".110",".294",".306","-3.9","56","93","7539"
"Ronald Torreyes","Yankees","70","118","130","33","29","4","0","0","6","6","10","0","18","0","2","0","0","0","0",".280","7.7 %","13.8 %",".331",".314",".644",".034",".324",".287","-3.5","12","75","11400"
"Austin Romine","Yankees","102","197","208","45","26","14","1","4","12","22","9","1","39","0","1","1","11","0","0",".228","4.3 %","18.8 %",".261",".371",".631",".142",".265",".270","-8.3","16","64","5491"
