"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","OBP","SLG","OPS","ISO","BABIP","wOBA","wRAA","wRC","wRC+","playerid"
"Edwin Encarnacion","Indians","706","2091","2429","566","296","115","1","154","237","440","293","17","390","20","25","0","70","4","2",".271","12.1 %","16.1 %",".362",".548",".909",".277",".262",".385","136.2","413","145","2151"
"Erik Gonzalez","Indians","44","85","87","24","16","5","0","3","5","8","1","0","23","0","1","0","0","0","1",".282","1.1 %","26.4 %",".287",".447",".734",".165",".350",".308","-0.9","10","88","13369"
"Yan Gomes","Indians","447","1207","1299","278","168","62","2","46","78","170","60","2","319","20","12","0","37","2","0",".230","4.6 %","24.6 %",".276",".399",".675",".169",".272",".293","-23.8","123","81","9627"
"Brandon Guyer","Indians","257","516","583","121","84","29","2","6","37","45","33","0","105","25","2","7","6","9","3",".234","5.7 %","18.0 %",".311",".333",".644",".099",".283",".290","-11.8","55","83","2636"
"Roberto Perez","Indians","199","446","526","93","58","22","2","11","16","50","60","0","145","1","4","15","15","0","0",".209","11.4 %","27.6 %",".301",".341",".642",".132",".279",".286","-13.3","48","75","2900"
"Rob Refsnyder","Indians","77","163","177","39","29","7","1","2","6","9","10","0","33","1","2","0","5","1","1",".239","5.6 %","18.6 %",".284",".331",".615",".092",".285",".270","-7.4","14","64","13770"
"Giovanny Urshela","Indians","117","297","320","63","47","9","1","6","9","27","20","0","58","2","0","1","12","0","1",".212","6.3 %","18.1 %",".266",".310",".576",".098",".245",".256","-15.6","21","54","10681"
