"Name","Team","IP","ERA","TBF","H","R","ER","HR","BB","IBB","HBP","SO","AVG","OBP","SLG","wOBA","WHIP","BABIP","HR/9","H/9","xFIP","K%","playerid"
"Craig Stammen","Padres","142.2","3.03","573","122","52","48","8","39","4","7","130",".231",".299",".327",".278","1.13",".293","0.50","7.70","3.32","22.7 %","7274"
"Brad Hand","Padres","264.1","4.12","1135","268","125","121","31","92","7","11","226",".260",".330",".412",".324","1.36",".306","1.06","9.12","3.93","19.9 %","9111"
"Kirby Yates","Padres","99.2","4.33","420","89","52","48","16","32","1","7","125",".234",".305",".402",".308","1.21",".304","1.44","8.04","3.47","29.8 %","9073"
"Robbie Erlin","Padres","106.2","4.39","439","106","53","52","14","26","1","2","75",".258",".307",".419",".317","1.24",".286","1.18","8.94","4.09","17.1 %","10354"
"Bryan Mitchell","Padres","60.2","4.60","273","74","38","31","4","22","1","3","28",".298",".364",".409",".339","1.58",".324","0.59","10.98","4.72","10.3 %","11479"
"Luis Perdomo","Padres","166.1","5.09","728","188","107","94","20","59","4","10","137",".285",".354",".444",".343","1.48",".335","1.08","10.17","3.67","18.8 %","14682"
"Colin Rea","Padres","63.1","5.26","281","65","43","37","9","22","1","6","53",".257",".335",".446",".336","1.37",".293","1.28","9.24","4.52","18.9 %","12317"
"Jordan Lyles","Padres","228.2","5.39","987","250","151","137","27","51","0","19","173",".273",".327",".442",".335","1.32",".311","1.06","9.84","3.76","17.5 %","7593"
"Clayton Richard","Padres","259.2","5.48","1162","329","178","158","41","98","11","4","143",".310",".373",".522",".378","1.64",".329","1.42","11.40","4.45","12.3 %","3551"
