"Name","Team","IP","ERA","TBF","H","R","ER","HR","BB","IBB","HBP","SO","AVG","OBP","SLG","wOBA","WHIP","BABIP","HR/9","H/9","xFIP","K%","playerid"
"Boone Logan","Brewers","94.0","2.11","399","74","26","22","8","37","1","8","137",".209",".302",".332",".284","1.18",".316","0.77","7.09","2.61","34.3 %","5525"
"Corey Knebel","Brewers","84.1","2.35","345","56","24","22","7","41","7","3","113",".186",".290",".303",".261","1.15",".271","0.75","5.98","3.40","32.8 %","15010"
"Matt Albers","Brewers","85.0","3.39","361","80","39","32","8","36","5","4","47",".249",".333",".393",".315","1.36",".271","0.85","8.47","5.01","13.0 %","4300"
"Zach Davies","Brewers","188.0","3.49","792","183","79","73","24","64","2","9","141",".255",".325",".429",".324","1.31",".287","1.15","8.76","4.53","17.8 %","13183"
"Chase Anderson","Brewers","254.1","3.54","1043","212","108","100","30","89","2","9","212",".224",".299",".385",".299","1.18",".259","1.06","7.50","4.44","20.3 %","6895"
"Jeremy Jeffress","Brewers","80.1","4.37","378","97","40","39","8","42","13","7","68",".295",".390",".443",".354","1.73",".352","0.90","10.87","4.30","18.0 %","9490"
"Jimmy Nelson","Brewers","280.2","4.52","1245","287","155","141","37","129","5","18","259",".261",".349",".435",".340","1.48",".312","1.19","9.20","4.38","20.8 %","10547"
"Jhoulys Chacin","Brewers","284.2","4.93","1270","296","161","156","30","131","10","10","170",".262",".345",".421",".331","1.50",".286","0.95","9.36","4.92","13.4 %","2608"
