"Name","Team","IP","ERA","TBF","H","R","ER","HR","BB","IBB","HBP","SO","AVG","OBP","SLG","wOBA","WHIP","BABIP","HR/9","H/9","xFIP","K%","playerid"
"Brad Ziegler","Marlins","138.2","2.47","601","122","49","38","6","61","21","9","77",".230",".324",".326",".280","1.32",".259","0.39","7.92","4.21","12.8 %","7293"
"Wei-Yin Chen","Marlins","156.1","3.17","632","147","57","55","12","28","1","5","113",".245",".287",".366",".285","1.12",".285","0.69","8.46","3.59","17.9 %","13071"
"Junichi Tazawa","Marlins","136.1","3.43","563","132","53","52","17","36","4","0","121",".250",".300",".415",".307","1.23",".296","1.12","8.71","3.77","21.5 %","4079"
"Kyle Barraclough","Marlins","81.2","3.53","345","52","32","32","5","58","4","2","95",".182",".327",".263",".274","1.35",".254","0.55","5.73","3.98","27.5 %","13713"
"Dan Straily","Marlins","295.2","3.99","1259","251","141","131","37","143","5","7","243",".226",".320",".397",".313","1.33",".258","1.13","7.64","5.06","19.3 %","9460"
"Odrisamer Despaigne","Marlins","149.2","4.33","659","164","80","72","12","59","3","10","72",".278",".356",".418",".339","1.49",".300","0.72","9.86","5.05","10.9 %","16017"
"Jose Urena","Marlins","151.2","5.10","678","159","89","86","23","64","10","12","66",".264",".348",".459",".341","1.47",".265","1.36","9.44","6.06","9.7 %","11589"
