"Name","Team","IP","ERA","TBF","H","R","ER","HR","BB","IBB","HBP","SO","AVG","OBP","SLG","wOBA","WHIP","BABIP","HR/9","H/9","xFIP","K%","playerid"
"George Kontos","Pirates","185.0","2.82","723","155","68","58","16","30","4","4","147",".225",".264",".358",".267","1.00",".264","0.78","7.54","3.65","20.3 %","9486"
"Felipe Rivero","Pirates","129.1","3.41","526","98","55","49","12","45","5","2","140",".205",".276",".324",".261","1.11",".263","0.84","6.82","3.43","26.6 %","12076"
"Chad Kuhl","Pirates","125.1","3.45","509","114","49","48","10","41","3","3","102",".245",".313",".378",".299","1.24",".295","0.72","8.19","4.10","20.0 %","14975"
"Ivan Nova","Pirates","323.0","4.12","1320","302","156","148","43","75","1","21","282",".247",".305",".419",".313","1.17",".288","1.20","8.41","3.60","21.4 %","1994"
"Joe Musgrove","Pirates","93.0","4.16","394","97","43","43","16","22","1","4","75",".264",".315",".470",".333","1.28",".292","1.55","9.39","4.40","19.0 %","12970"
"Jameson Taillon","Pirates","129.0","4.19","521","122","61","60","14","26","2","7","132",".250",".303",".417",".308","1.15",".316","0.98","8.51","3.19","25.3 %","11674"
"Trevor Williams","Pirates","88.1","4.28","373","76","48","42","10","33","4","8","73",".229",".321",".389",".306","1.23",".265","1.02","7.74","4.30","19.6 %","16977"
"Michael Feliz","Pirates","68.2","4.98","297","65","39","38","12","27","0","0","102",".241",".310",".425",".315","1.34",".340","1.57","8.52","2.91","34.3 %","11903"
