"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","OBP","SLG","OPS","ISO","BABIP","wOBA","wRAA","wRC","wRC+","playerid"
"Nelson Cruz","Mariners","687","2030","2241","565","330","95","1","139","206","377","164","8","537","27","20","0","49","1","1",".278","7.3 %","24.0 %",".337",".532",".869",".253",".310",".370","98.7","354","136","2434"
"Mitch Haniger","Mariners","123","357","403","101","60","24","1","16","41","50","34","1","88","10","1","1","8","1","1",".283","8.4 %","21.8 %",".361",".490",".851",".207",".335",".363","14.6","63","129","14274"
"Ryon Healy","Mariners","205","641","675","174","110","37","0","27","52","88","26","1","160","5","2","1","18","0","0",".271","3.9 %","23.7 %",".304",".456",".760",".184",".322",".322","1.2","83","102","15447"
"Jean Segura","Mariners","669","2149","2290","616","461","93","21","41","199","188","90","6","325","28","7","15","49","69","20",".287","3.9 %","14.2 %",".323",".407",".729",".120",".321",".317","4.2","265","96","5933"
"Mike Zunino","Mariners","413","1102","1226","221","112","51","2","56","75","156","77","1","422","35","8","4","22","0","2",".201","6.3 %","34.4 %",".273",".403",".675",".202",".261",".294","-20.1","120","87","13265"
"Guillermo Heredia","Mariners","125","281","318","62","50","9","0","3","15","15","24","2","49","11","1","1","6","1","1",".221","7.5 %","15.4 %",".306",".285",".591",".064",".257",".267","-14.5","24","66","18721"
"Taylor Motter","Mariners","94","243","266","47","29","10","0","8","17","29","22","0","60","0","1","0","7","3","0",".193","8.3 %","22.6 %",".259",".333",".593",".140",".222",".259","-13.6","19","60","12399"
"Mike Leake","Mariners","114","215","235","32","17","11","0","4","8","21","3","0","85","1","0","16","6","0","0",".149","1.3 %","36.2 %",".164",".256",".420",".107",".222",".183","-24.8","2","7","10130"
