"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","OBP","SLG","OPS","ISO","BABIP","wOBA","wRAA","wRC","wRC+","playerid"
"Kevin Kiermaier","Rays","241","441","486","108","79","15","5","9","18","48","27","0","118","9","4","5","3","5","1",".245","5.6 %","24.3 %",".299",".363",".662",".118",".311",".290","-10.1","46","82","11038"
"Brad Miller","Rays","283","497","551","112","83","13","9","7","22","51","39","0","134","5","5","3","3","0","2",".225","7.1 %","24.3 %",".286",".330",".616",".105",".291",".272","-18.8","44","71","12775"
"Denard Span","Rays","364","679","755","157","125","24","5","3","33","50","60","0","103","4","1","11","14","5","5",".231","7.9 %","13.6 %",".297",".295",".592",".063",".268",".268","-29.0","57","66","8347"
"Mallex Smith","Rays","54","91","100","15","12","2","1","0","3","4","6","0","30","1","0","2","0","1","2",".165","6.0 %","30.0 %",".224",".209",".433",".044",".246",".198","-10.0","2","17","13608"
