"Name","Team","IP","ERA","TBF","H","R","ER","HR","BB","IBB","HBP","SO","AVG","OBP","SLG","wOBA","WHIP","BABIP","HR/9","H/9","xFIP","K%","playerid"
"Felipe Rivero","Pirates","71.1","1.89","290","50","18","15","1","19","0","9","83",".191",".269",".241",".236","0.97",".275","0.13","6.31","3.14","28.6 %","12076"
"George Kontos","Pirates","95.2","3.57","418","89","38","38","13","51","9","0","76",".243",".337",".402",".318","1.46",".273","1.22","8.37","4.73","18.2 %","9486"
"Jameson Taillon","Pirates","108.2","3.73","484","129","48","45","10","37","2","0","78",".289",".345",".442",".337","1.53",".331","0.83","10.68","4.28","16.1 %","11674"
"Ivan Nova","Pirates","280.0","4.28","1244","342","143","133","37","72","5","18","167",".296",".348",".468",".350","1.48",".321","1.19","10.99","4.49","13.4 %","1994"
"Trevor Williams","Pirates","74.2","4.46","330","88","38","37","8","24","0","1","55",".289",".343",".439",".337","1.50",".331","0.96","10.61","4.68","16.7 %","16977"
"Joe Musgrove","Pirates","78.1","4.94","324","79","44","43","11","22","0","3","78",".264",".324",".459",".333","1.29",".324","1.26","9.08","3.60","24.1 %","12970"
"Chad Kuhl","Pirates","102.2","5.35","472","118","66","61","14","51","4","7","93",".285",".375",".506",".372","1.65",".339","1.23","10.34","5.18","19.7 %","14975"
