"Name","Team","IP","ERA","TBF","H","R","ER","HR","BB","IBB","HBP","SO","AVG","OBP","SLG","wOBA","WHIP","BABIP","HR/9","H/9","xFIP","K%","playerid"
"Luis Avilan","White Sox","113.1","2.22","456","88","29","28","5","35","1","8","100",".213",".289",".286",".261","1.09",".269","0.40","6.99","3.24","21.9 %","2882"
"Carlos Rodon","White Sox","90.0","2.80","365","74","31","28","4","27","0","5","96",".222",".294",".306",".268","1.12",".300","0.40","7.40","3.28","26.3 %","16137"
"Danny Farquhar","White Sox","123.2","3.27","514","94","50","45","11","51","8","5","147",".205",".295",".314",".269","1.17",".277","0.80","6.84","3.19","28.6 %","8501"
"Joakim Soria","White Sox","128.2","3.36","530","119","52","48","10","32","3","1","119",".239",".288",".365",".284","1.17",".296","0.70","8.32","3.14","22.5 %","6941"
"Miguel Gonzalez","White Sox","383.2","3.45","1658","388","161","147","51","136","6","17","273",".258",".327",".438",".331","1.37",".285","1.20","9.10","4.85","16.5 %","7024"
"James Shields","White Sox","481.2","3.83","2111","498","223","205","73","195","8","15","393",".262",".337",".439",".337","1.44",".296","1.36","9.31","4.37","18.6 %","7059"
"Nate Jones","White Sox","75.2","4.04","306","55","35","34","11","29","4","2","98",".200",".285",".391",".289","1.11",".265","1.31","6.54","2.94","32.0 %","4696"
