"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","OBP","SLG","OPS","ISO","BABIP","wOBA","wRAA","wRC","wRC+","playerid"
"Paul Goldschmidt","Diamondbacks","709","2112","2516","621","357","145","9","110","268","401","362","60","566","18","21","0","63","33","5",".294","14.4 %","22.5 %",".398",".527",".926",".233",".351",".391","152.8","440","143","9218"
"A.J. Pollock","Diamondbacks","445","1276","1404","367","238","83","14","32","142","126","108","1","229","9","8","3","24","43","6",".288","7.7 %","16.3 %",".345",".450",".795",".162",".327",".345","33.8","193","112","9256"
"Chris Owings","Diamondbacks","434","1283","1376","334","225","72","16","21","108","139","64","6","299","8","9","12","19","36","4",".260","4.7 %","21.7 %",".298",".390",".688",".130",".322",".296","-21.3","137","78","10030"
"Zack Greinke","Diamondbacks","111","210","250","47","35","10","0","2","11","10","15","0","40","2","3","20","0","1","0",".224","6.0 %","16.0 %",".278",".300",".578",".076",".263",".259","-11.6","17","60","1943"
"John Ryan Murphy","Diamondbacks","88","197","215","44","33","9","1","1","6","15","12","0","53","0","3","3","5","0","0",".223","5.6 %","24.7 %",".264",".294",".559",".071",".295",".247","-11.8","12","50","10346"
"Nick Ahmed","Diamondbacks","264","670","721","136","94","24","4","14","51","56","37","5","144","5","4","5","13","6","4",".203","5.1 %","20.0 %",".249",".313",".562",".110",".236",".244","-42.5","41","42","12147"
"Jeff Mathis","Diamondbacks","235","601","655","110","77","24","3","6","19","55","42","4","196","3","3","6","13","0","0",".183","6.4 %","29.9 %",".239",".263",".502",".080",".259",".223","-48.3","26","34","3448"
"Deven Marrero","Diamondbacks","72","150","165","29","24","4","0","1","21","17","11","0","59","0","1","3","6","1","0",".193","6.7 %","35.8 %",".247",".240",".487",".047",".308",".220","-13.9","6","27","13325"
"Shelby Miller","Diamondbacks","92","150","186","14","8","5","1","0","6","2","8","0","83","2","0","26","2","0","0",".093","4.3 %","44.6 %",".150",".140",".290",".047",".209",".138","-26.2","-5","-25","10197"
