"Name","Team","IP","ERA","TBF","H","R","ER","HR","BB","IBB","HBP","SO","AVG","OBP","SLG","wOBA","WHIP","BABIP","HR/9","H/9","xFIP","K%","playerid"
"Alex Wilson","Tigers","138.2","3.18","576","145","54","49","12","29","4","7","92",".269",".315",".411",".311","1.25",".305","0.78","9.41","4.14","16.0 %","9239"
"Jordan Zimmermann","Tigers","440.0","3.38","1800","425","182","165","46","81","0","19","344",".250",".295",".398",".301","1.15",".289","0.94","8.69","3.88","19.1 %","4505"
"Michael Fulmer","Tigers","166.2","3.62","670","143","74","67","18","38","1","7","129",".229",".283",".365",".281","1.09",".262","0.97","7.72","3.91","19.3 %","13218"
"Daniel Norris","Tigers","177.0","3.86","778","195","85","76","19","63","3","4","143",".274",".338",".439",".332","1.46",".321","0.97","9.92","4.73","18.4 %","13475"
"Francisco Liriano","Tigers","599.1","4.04","2602","545","292","269","62","297","6","10","618",".237",".330",".378",".313","1.40",".299","0.93","8.18","3.83","23.8 %","3201"
"Shane Greene","Tigers","156.2","4.31","640","129","81","75","16","51","0","12","153",".224",".300",".340",".286","1.15",".277","0.92","7.41","3.86","23.9 %","10756"
"Mike Fiers","Tigers","312.2","4.49","1346","315","167","156","56","96","3","19","302",".256",".322",".464",".337","1.31",".297","1.61","9.07","4.12","22.4 %","7754"
"Matt Boyd","Tigers","234.0","5.50","1024","265","150","143","44","82","3","4","198",".283",".344",".499",".357","1.48",".318","1.69","10.19","5.00","19.3 %","15440"
"Buck Farmer","Tigers","64.1","6.72","279","65","49","48","11","22","1","8","59",".261",".341",".474",".349","1.35",".302","1.54","9.09","4.69","21.2 %","14814"
