"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","OBP","SLG","OPS","ISO","BABIP","wOBA","wRAA","wRC","wRC+","playerid"
"Nolan Arenado","Rockies","683","2065","2238","583","321","140","16","106","203","373","134","12","349","11","24","3","62","4","3",".282","6.0 %","15.6 %",".326",".520",".845",".237",".292",".357","75.1","332","108","9777"
"DJ LeMahieu","Rockies","648","1942","2140","580","453","87","19","21","162","187","153","11","332","13","11","21","69","34","16",".299","7.1 %","15.5 %",".352",".395",".748",".097",".349",".327","20.6","266","88","9874"
"Trevor Story","Rockies","229","642","702","153","81","34","6","32","58","110","52","2","231","5","2","1","10","4","2",".238","7.4 %","32.9 %",".300",".460",".759",".221",".318",".321","0.8","85","82","12564"
"Ian Desmond","Rockies","685","2103","2295","547","370","95","12","70","188","265","152","1","603","20","13","7","49","32","10",".260","6.6 %","26.3 %",".314",".417",".731",".156",".331",".319","7.3","267","97","6885"
"Pat Valaika","Rockies","70","118","124","28","15","5","0","8","13","26","2","0","37","0","1","3","1","0","0",".237","1.6 %","29.8 %",".248",".483",".731",".246",".270",".302","-1.9","13","68","14885"
"Chris Iannetta","Rockies","398","957","1121","197","115","54","0","28","67","109","142","2","315","14","7","1","18","1","0",".206","12.7 %","28.1 %",".315",".350",".665",".144",".272",".298","-15.4","112","87","8267"
