"Name","Team","IP","ERA","TBF","H","R","ER","HR","BB","IBB","HBP","SO","AVG","OBP","SLG","wOBA","WHIP","BABIP","HR/9","H/9","xFIP","K%","playerid"
"Nate Jones","White Sox","103.2","2.95","409","85","39","34","7","27","1","3","113",".224",".284",".315",".266","1.08",".301","0.61","7.38","2.90","27.6 %","4696"
"Joakim Soria","White Sox","129.1","3.48","550","111","52","50","13","54","4","7","153",".227",".316",".355",".295","1.28",".303","0.90","7.72","3.63","27.8 %","6941"
"Luis Avilan","White Sox","114.0","4.03","489","101","53","51","6","55","17","3","92",".234",".329",".350",".290","1.37",".285","0.47","7.97","4.32","18.8 %","2882"
"Danny Farquhar","White Sox","138.2","4.28","596","133","72","66","16","53","4","8","152",".249",".327",".410",".321","1.34",".319","1.04","8.63","3.94","25.5 %","8501"
"Carlos Rodon","White Sox","283.2","4.31","1254","296","149","136","42","129","3","12","287",".266",".351",".444",".343","1.50",".324","1.33","9.39","4.19","22.9 %","16137"
"James Shields","White Sox","475.0","4.36","1972","454","241","230","70","133","3","24","437",".250",".311",".442",".326","1.24",".294","1.33","8.60","3.91","22.2 %","7059"
"Miguel Gonzalez","White Sox","382.1","4.64","1597","374","211","197","55","109","3","14","262",".254",".312",".419",".318","1.26",".276","1.29","8.80","4.56","16.4 %","7024"
